,state,year,count,asc,dsc,asc_deflators
462,new mexico,2000,120,1.0,1.0,1.0
463,new mexico,2001,120,1.0,0.9917355371900827,1.0
464,new mexico,2002,121,1.0083333333333333,1.0,1.0083333333333333
465,new mexico,2003,121,1.0,1.0,1.0083333333333333
466,new mexico,2004,121,1.0,1.0,1.0083333333333333
467,new mexico,2005,121,1.0,1.0,1.0083333333333333
468,new mexico,2006,121,1.0,1.0,1.0083333333333333
469,new mexico,2007,121,1.0,0.937984496124031,1.0083333333333333
470,new mexico,2008,129,1.0661157024793388,0.9626865671641791,1.075
471,new mexico,2009,134,1.0387596899224807,0.9925925925925926,1.1166666666666667
472,new mexico,2010,135,1.007462686567164,0.9926470588235294,1.125
473,new mexico,2011,136,1.0074074074074073,0.9714285714285714,1.1333333333333333
474,new mexico,2012,140,1.0294117647058822,0.9859154929577465,1.1666666666666665
475,new mexico,2013,142,1.0142857142857142,1.0,1.1833333333333331
476,new york,2000,1062,1.0,1.0,1.0
477,new york,2001,1062,1.0,0.9953139643861293,1.0
478,new york,2002,1067,1.0047080979284368,0.9981290926099158,1.0047080979284368
479,new york,2003,1069,1.0018744142455482,0.9981325863678805,1.0065913370998116
480,new york,2004,1071,1.0018709073900842,0.970108695652174,1.0084745762711864
481,new york,2005,1104,1.0308123249299719,0.9981916817359855,1.03954802259887
482,new york,2006,1106,1.0018115942028984,0.999096657633243,1.0414312617702446
483,new york,2007,1107,1.0009041591320071,0.991047448522829,1.0423728813559319
484,new york,2008,1117,1.00903342366757,0.998212689901698,1.0517890772128056
485,new york,2009,1119,1.001790510295434,1.0,1.0536723163841801
486,new york,2010,1119,1.0,0.9982158786797503,1.0536723163841801
487,new york,2011,1121,1.0017873100983021,0.9991087344028521,1.055555555555555
488,new york,2012,1122,1.0008920606601248,1.0,1.0564971751412422
489,new york,2013,1122,1.0,1.0,1.0564971751412422
490,north carolina,2000,786,1.0,0.9961977186311787,1.0
491,north carolina,2001,789,1.0038167938931297,1.0,1.0038167938931297
492,north carolina,2002,789,1.0,0.9987341772151899,1.0038167938931297
493,north carolina,2003,790,1.0012674271229405,0.9987357774968394,1.005089058524173
494,north carolina,2004,791,1.0012658227848101,1.0,1.0063613231552162
495,north carolina,2005,791,1.0,0.9949685534591195,1.0063613231552162
496,north carolina,2006,795,1.0050568900126422,0.9962406015037594,1.0114503816793892
497,north carolina,2007,798,1.0037735849056604,1.0,1.0152671755725189
498,north carolina,2008,798,1.0,0.9962546816479401,1.0152671755725189
499,north carolina,2009,801,1.0037593984962405,0.9937965260545906,1.0190839694656486
500,north carolina,2010,806,1.0062421972534332,1.0,1.0254452926208648
501,north carolina,2011,806,1.0,0.9962917181705809,1.0254452926208648
502,north carolina,2012,809,1.0037220843672456,1.0,1.0292620865139945
503,north carolina,2013,809,1.0,1.0,1.0292620865139945
504,north dakota,2000,116,1.0,1.0,1.0
505,north dakota,2001,116,1.0,1.0,1.0
506,north dakota,2002,116,1.0,0.9830508474576272,1.0
507,north dakota,2003,118,1.0172413793103448,0.9915966386554622,1.0172413793103448
508,north dakota,2004,119,1.0084745762711864,1.0,1.0258620689655171
509,north dakota,2005,119,1.0,1.0,1.0258620689655171
510,north dakota,2006,119,1.0,0.9916666666666667,1.0258620689655171
511,north dakota,2007,120,1.0084033613445378,0.967741935483871,1.0344827586206895
512,north dakota,2008,124,1.0333333333333334,0.9763779527559056,1.0689655172413792
513,north dakota,2009,127,1.0241935483870968,0.9548872180451128,1.0948275862068964
514,north dakota,2010,133,1.047244094488189,1.0,1.1465517241379308
515,north dakota,2011,133,1.0,0.9925373134328358,1.1465517241379308
516,north dakota,2012,134,1.0075187969924813,0.9852941176470589,1.1551724137931032
517,north dakota,2013,136,1.0149253731343284,1.0,1.1724137931034482
518,ohio,2000,638,1.0,0.9800307219662059,1.0
519,ohio,2001,651,1.0203761755485894,0.9745508982035929,1.0203761755485894
520,ohio,2002,668,1.0261136712749617,0.9940476190476191,1.0470219435736678
521,ohio,2003,672,1.0059880239520957,0.9853372434017595,1.053291536050157
522,ohio,2004,682,1.0148809523809523,0.9701280227596017,1.0689655172413794
523,ohio,2005,703,1.030791788856305,0.9274406332453826,1.1018808777429467
524,ohio,2006,758,1.0782361308677098,0.9463171036204744,1.1880877742946707
