,state,ori
6122,WYOMING,WY00101
6123,WYOMING,WY00102
6124,WYOMING,WY00200
6125,WYOMING,WY00301
6126,WYOMING,WY00401
6127,WYOMING,WY00500
6128,WYOMING,WY00501
6129,WYOMING,WY00600
6130,WYOMING,WY00700
6131,WYOMING,WY00702
6132,WYOMING,WY00800
6133,WYOMING,WY00801
6134,WYOMING,WY00901
6135,WYOMING,WY01001
6136,WYOMING,WY01100
6137,WYOMING,WY01101
6138,WYOMING,WY01200
6139,WYOMING,WY01202
6140,WYOMING,WY01300
6141,WYOMING,WY01301
6142,WYOMING,WY01302
6143,WYOMING,WY01304
6144,WYOMING,WY01500
6145,WYOMING,WY01501
6146,WYOMING,WY01502
6147,WYOMING,WY01600
6148,WYOMING,WY01601
6149,WYOMING,WY01700
6150,WYOMING,WY01701
6151,WYOMING,WY01900
6152,WYOMING,WY01901
6153,WYOMING,WY02001
6154,WYOMING,WY02100
6155,WYOMING,WY02101
6156,WYOMING,WY02200
6157,WYOMING,WY02301
