,state,agency
10180,new jersey,NJ00403
10181,new jersey,NJ00404
10182,new jersey,NJ00405
10183,new jersey,NJ00406
10184,new jersey,NJ00407
10185,new jersey,NJ00408
10186,new jersey,NJ00409
10187,new jersey,NJ00410
10188,new jersey,NJ00411
10189,new jersey,NJ00412
10190,new jersey,NJ00413
10191,new jersey,NJ00414
10192,new jersey,NJ00415
10193,new jersey,NJ00416
10194,new jersey,NJ00417
10195,new jersey,NJ00418
10196,new jersey,NJ00419
10197,new jersey,NJ00420
10198,new jersey,NJ00421
10199,new jersey,NJ00422
10200,new jersey,NJ00423
10201,new jersey,NJ00424
10202,new jersey,NJ00425
10203,new jersey,NJ00426
10204,new jersey,NJ00427
10205,new jersey,NJ00428
10206,new jersey,NJ00430
10207,new jersey,NJ00431
10208,new jersey,NJ00432
10209,new jersey,NJ00434
10210,new jersey,NJ00435
10211,new jersey,NJ00436
10212,new jersey,NJ00437
10213,new jersey,NJ00491
10214,new jersey,NJ00501
10215,new jersey,NJ00502
10216,new jersey,NJ00503
10217,new jersey,NJ00505
10218,new jersey,NJ00506
10219,new jersey,NJ00507
10220,new jersey,NJ00508
10221,new jersey,NJ00509
10222,new jersey,NJ00510
10223,new jersey,NJ00512
10224,new jersey,NJ00513
10225,new jersey,NJ00514
10226,new jersey,NJ00515
10227,new jersey,NJ00589
10228,new jersey,NJ00600
10229,new jersey,NJ00601
10230,new jersey,NJ00610
10231,new jersey,NJ00614
10232,new jersey,NJ00689
10233,new jersey,NJ00700
10234,new jersey,NJ00701
10235,new jersey,NJ00702
10236,new jersey,NJ00703
10237,new jersey,NJ00704
10238,new jersey,NJ00705
10239,new jersey,NJ00706
10240,new jersey,NJ00707
10241,new jersey,NJ00708
10242,new jersey,NJ00709
10243,new jersey,NJ00710
10244,new jersey,NJ00711
10245,new jersey,NJ00712
10246,new jersey,NJ00713
10247,new jersey,NJ00715
10248,new jersey,NJ00716
10249,new jersey,NJ00717
10250,new jersey,NJ00718
10251,new jersey,NJ00719
10252,new jersey,NJ00720
10253,new jersey,NJ00721
10254,new jersey,NJ00722
10255,new jersey,NJ00723
10256,new jersey,NJ00801
10257,new jersey,NJ00802
10258,new jersey,NJ00803
10259,new jersey,NJ00804
10260,new jersey,NJ00805
10261,new jersey,NJ00806
10262,new jersey,NJ00807
10263,new jersey,NJ00808
10264,new jersey,NJ00809
10265,new jersey,NJ00810
10266,new jersey,NJ00811
10267,new jersey,NJ00812
10268,new jersey,NJ00813
10269,new jersey,NJ00814
10270,new jersey,NJ00815
10271,new jersey,NJ00816
10272,new jersey,NJ00817
10273,new jersey,NJ00818
10274,new jersey,NJ00819
10275,new jersey,NJ00820
10276,new jersey,NJ00821
10277,new jersey,NJ00822
10278,new jersey,NJ00823
10279,new jersey,NJ00824
10280,new jersey,NJ00889
10281,new jersey,NJ00900
10282,new jersey,NJ00901
10283,new jersey,NJ00902
10284,new jersey,NJ00903
10285,new jersey,NJ00904
10286,new jersey,NJ00905
10287,new jersey,NJ00906
10288,new jersey,NJ00907
10289,new jersey,NJ00908
10290,new jersey,NJ00909
10291,new jersey,NJ00910
10292,new jersey,NJ00911
10293,new jersey,NJ00912
10294,new jersey,NJ00989
10295,new jersey,NJ01004
10296,new jersey,NJ01005
10297,new jersey,NJ01006
10298,new jersey,NJ01007
10299,new jersey,NJ01009
10300,new jersey,NJ01010
10301,new jersey,NJ01011
10302,new jersey,NJ01014
10303,new jersey,NJ01017
10304,new jersey,NJ01019
10305,new jersey,NJ01021
10306,new jersey,NJ01022
10307,new jersey,NJ01024
10308,new jersey,NJ01026
10309,new jersey,NJ01089
10310,new jersey,NJ01100
10311,new jersey,NJ01101
10312,new jersey,NJ01102
10313,new jersey,NJ01103
10314,new jersey,NJ01104
10315,new jersey,NJ01105
10316,new jersey,NJ01106
10317,new jersey,NJ01107
10318,new jersey,NJ01108
10319,new jersey,NJ01109
10320,new jersey,NJ01110
10321,new jersey,NJ01111
10322,new jersey,NJ01112
10323,new jersey,NJ01113
10324,new jersey,NJ01189
10325,new jersey,NJ01201
10326,new jersey,NJ01202
10327,new jersey,NJ01203
10328,new jersey,NJ01204
10329,new jersey,NJ01205
10330,new jersey,NJ01206
10331,new jersey,NJ01207
10332,new jersey,NJ01208
10333,new jersey,NJ01209
10334,new jersey,NJ01210
10335,new jersey,NJ01211
10336,new jersey,NJ01212
10337,new jersey,NJ01213
10338,new jersey,NJ01214
10339,new jersey,NJ01215
10340,new jersey,NJ01216
10341,new jersey,NJ01217
10342,new jersey,NJ01218
10343,new jersey,NJ01219
10344,new jersey,NJ01220
10345,new jersey,NJ01221
10346,new jersey,NJ01222
10347,new jersey,NJ01223
10348,new jersey,NJ01224
10349,new jersey,NJ01225
10350,new jersey,NJ01301
10351,new jersey,NJ01302
10352,new jersey,NJ01303
10353,new jersey,NJ01304
10354,new jersey,NJ01305
10355,new jersey,NJ01306
10356,new jersey,NJ01307
10357,new jersey,NJ01308
10358,new jersey,NJ01309
10359,new jersey,NJ01310
10360,new jersey,NJ01311
10361,new jersey,NJ01312
10362,new jersey,NJ01313
10363,new jersey,NJ01315
10364,new jersey,NJ01316
10365,new jersey,NJ01317
10366,new jersey,NJ01318
10367,new jersey,NJ01319
10368,new jersey,NJ01320
10369,new jersey,NJ01321
10370,new jersey,NJ01322
10371,new jersey,NJ01323
10372,new jersey,NJ01324
10373,new jersey,NJ01325
10374,new jersey,NJ01326
10375,new jersey,NJ01327
10376,new jersey,NJ01328
10377,new jersey,NJ01329
10378,new jersey,NJ01330
10379,new jersey,NJ01331
10380,new jersey,NJ01333
10381,new jersey,NJ01334
10382,new jersey,NJ01335
10383,new jersey,NJ01336
10384,new jersey,NJ01337
10385,new jersey,NJ01338
10386,new jersey,NJ01339
10387,new jersey,NJ01340
10388,new jersey,NJ01342
10389,new jersey,NJ01343
10390,new jersey,NJ01344
10391,new jersey,NJ01345
10392,new jersey,NJ01347
10393,new jersey,NJ01348
10394,new jersey,NJ01349
10395,new jersey,NJ01350
10396,new jersey,NJ01352
10397,new jersey,NJ01353
10398,new jersey,NJ01389
10399,new jersey,NJ01401
10400,new jersey,NJ01402
10401,new jersey,NJ01403
10402,new jersey,NJ01404
10403,new jersey,NJ01405
10404,new jersey,NJ01406
10405,new jersey,NJ01407
10406,new jersey,NJ01408
10407,new jersey,NJ01409
10408,new jersey,NJ01410
10409,new jersey,NJ01411
10410,new jersey,NJ01412
10411,new jersey,NJ01413
10412,new jersey,NJ01414
10413,new jersey,NJ01415
10414,new jersey,NJ01416
10415,new jersey,NJ01417
10416,new jersey,NJ01420
10417,new jersey,NJ01421
10418,new jersey,NJ01422
10419,new jersey,NJ01423
10420,new jersey,NJ01424
10421,new jersey,NJ01425
10422,new jersey,NJ01426
10423,new jersey,NJ01427
10424,new jersey,NJ01428
10425,new jersey,NJ01429
10426,new jersey,NJ01430
10427,new jersey,NJ01431
10428,new jersey,NJ01432
10429,new jersey,NJ01433
10430,new jersey,NJ01434
10431,new jersey,NJ01435
10432,new jersey,NJ01436
10433,new jersey,NJ01438
10434,new jersey,NJ01439
10435,new jersey,NJ01491
10436,new jersey,NJ01501
10437,new jersey,NJ01503
10438,new jersey,NJ01504
10439,new jersey,NJ01505
10440,new jersey,NJ01506
10441,new jersey,NJ01507
10442,new jersey,NJ01510
10443,new jersey,NJ01511
10444,new jersey,NJ01512
10445,new jersey,NJ01513
10446,new jersey,NJ01514
10447,new jersey,NJ01515
10448,new jersey,NJ01516
10449,new jersey,NJ01517
10450,new jersey,NJ01518
10451,new jersey,NJ01519
10452,new jersey,NJ01520
10453,new jersey,NJ01521
10454,new jersey,NJ01522
10455,new jersey,NJ01523
10456,new jersey,NJ01524
10457,new jersey,NJ01525
10458,new jersey,NJ01526
10459,new jersey,NJ01527
10460,new jersey,NJ01528
10461,new jersey,NJ01529
10462,new jersey,NJ01530
10463,new jersey,NJ01531
10464,new jersey,NJ01532
10465,new jersey,NJ01533
10466,new jersey,NJ01589
10467,new jersey,NJ01600
10468,new jersey,NJ01601
10469,new jersey,NJ01602
10470,new jersey,NJ01603
10471,new jersey,NJ01604
10472,new jersey,NJ01605
10473,new jersey,NJ01606
10474,new jersey,NJ01607
10475,new jersey,NJ01608
10476,new jersey,NJ01609
10477,new jersey,NJ01610
10478,new jersey,NJ01611
10479,new jersey,NJ01612
10480,new jersey,NJ01613
10481,new jersey,NJ01614
10482,new jersey,NJ01615
10483,new jersey,NJ01616
10484,new jersey,NJ01689
10485,new jersey,NJ01700
10486,new jersey,NJ01702
10487,new jersey,NJ01703
10488,new jersey,NJ01704
10489,new jersey,NJ01705
10490,new jersey,NJ01708
10491,new jersey,NJ01712
10492,new jersey,NJ01713
10493,new jersey,NJ01715
10494,new jersey,NJ01789
10495,new jersey,NJ01800
10496,new jersey,NJ01801
10497,new jersey,NJ01802
10498,new jersey,NJ01803
10499,new jersey,NJ01804
10500,new jersey,NJ01805
10501,new jersey,NJ01806
10502,new jersey,NJ01807
10503,new jersey,NJ01808
10504,new jersey,NJ01809
10505,new jersey,NJ01810
10506,new jersey,NJ01811
10507,new jersey,NJ01813
10508,new jersey,NJ01814
10509,new jersey,NJ01815
10510,new jersey,NJ01816
10511,new jersey,NJ01818
10512,new jersey,NJ01819
10513,new jersey,NJ01820
10514,new jersey,NJ01821
10515,new jersey,NJ01900
10516,new jersey,NJ01902
10517,new jersey,NJ01904
10518,new jersey,NJ01906
10519,new jersey,NJ01909
10520,new jersey,NJ01911
10521,new jersey,NJ01912
10522,new jersey,NJ01915
10523,new jersey,NJ01916
10524,new jersey,NJ01918
10525,new jersey,NJ01919
10526,new jersey,NJ01920
10527,new jersey,NJ01922
10528,new jersey,NJ01989
10529,new jersey,NJ02001
10530,new jersey,NJ02002
10531,new jersey,NJ02003
10532,new jersey,NJ02004
10533,new jersey,NJ02005
10534,new jersey,NJ02006
10535,new jersey,NJ02007
10536,new jersey,NJ02008
10537,new jersey,NJ02009
10538,new jersey,NJ02010
10539,new jersey,NJ02011
10540,new jersey,NJ02012
10541,new jersey,NJ02013
10542,new jersey,NJ02014
10543,new jersey,NJ02015
10544,new jersey,NJ02016
10545,new jersey,NJ02017
10546,new jersey,NJ02018
10547,new jersey,NJ02019
10548,new jersey,NJ02020
10549,new jersey,NJ02021
10550,new jersey,NJ02091
10551,new jersey,NJ02102
10552,new jersey,NJ02103
10553,new jersey,NJ02104
10554,new jersey,NJ02107
10555,new jersey,NJ02108
10556,new jersey,NJ02112
10557,new jersey,NJ02115
10558,new jersey,NJ02116
10559,new jersey,NJ02117
10560,new jersey,NJ02119
10561,new jersey,NJ02120
10562,new jersey,NJ02121
10563,new jersey,NJ02122
10564,new jersey,NJ02189
10565,new jersey,NJDI002
10566,new jersey,NJNPD00
10567,new jersey,NJNYPOA
10568,new jersey,NJ00200
10569,new jersey,NJ00262
10570,new jersey,NJ00289
10571,new jersey,NJ00339
10572,new jersey,NJ00389
10573,new jersey,NJ00429
10574,new jersey,NJ00433
10575,new jersey,NJ00489
10576,new jersey,NJ00500
10577,new jersey,NJ00516
10578,new jersey,NJ00789
10579,new jersey,NJ00800
10580,new jersey,NJ01000
10581,new jersey,NJ01015
10582,new jersey,NJ01020
10583,new jersey,NJ01025
10584,new jersey,NJ01200
10585,new jersey,NJ01289
10586,new jersey,NJ01300
10587,new jersey,NJ01400
10588,new jersey,NJ01418
10589,new jersey,NJ01419
10590,new jersey,NJ01489
10591,new jersey,NJ01500
10592,new jersey,NJ01502
10593,new jersey,NJ01509
10594,new jersey,NJ01889
10595,new jersey,NJ02000
10596,new jersey,NJ02089
10597,new jersey,NJ02100
10598,new jersey,NJ001PT
10599,new jersey,NJ001SP
10600,new jersey,NJ002PT
10601,new jersey,NJ002SP
10602,new jersey,NJ00316
10603,new jersey,NJ00340
10604,new jersey,NJ003PT
10605,new jersey,NJ003SP
10606,new jersey,NJ004PT
10607,new jersey,NJ004SP
10608,new jersey,NJ005PT
10609,new jersey,NJ005SP
10610,new jersey,NJ00603
10611,new jersey,NJ00605
10612,new jersey,NJ00608
10613,new jersey,NJ00613
10614,new jersey,NJ006PT
10615,new jersey,NJ006SP
10616,new jersey,NJ00724
10617,new jersey,NJ00728
10618,new jersey,NJ00730
10619,new jersey,NJ007PT
10620,new jersey,NJ007SP
10621,new jersey,NJ00825
10622,new jersey,NJ008PT
10623,new jersey,NJ008SP
10624,new jersey,NJ00913
10625,new jersey,NJ009PT
10626,new jersey,NJ009SP
10627,new jersey,NJ01001
10628,new jersey,NJ01003
10629,new jersey,NJ01012
10630,new jersey,NJ01013
10631,new jersey,NJ01018
10632,new jersey,NJ010PT
10633,new jersey,NJ010SP
10634,new jersey,NJ01114
10635,new jersey,NJ01115
10636,new jersey,NJ01117
10637,new jersey,NJ01119
10638,new jersey,NJ011PT
10639,new jersey,NJ011SP
10640,new jersey,NJ01291
10641,new jersey,NJ012PT
10642,new jersey,NJ012SP
10643,new jersey,NJ01314
10644,new jersey,NJ01354
10645,new jersey,NJ01356
10646,new jersey,NJ013PT
10647,new jersey,NJ013SP
10648,new jersey,NJ01437
10649,new jersey,NJ014PT
10650,new jersey,NJ014SP
10651,new jersey,NJ01591
10652,new jersey,NJ015PT
10653,new jersey,NJ015SP
10654,new jersey,NJ01691
10655,new jersey,NJ016PT
10656,new jersey,NJ016SP
10657,new jersey,NJ017PT
10658,new jersey,NJ017SP
10659,new jersey,NJ01891
10660,new jersey,NJ018PT
10661,new jersey,NJ018SP
10662,new jersey,NJ01921
10663,new jersey,NJ019PT
10664,new jersey,NJ019SP
10665,new jersey,NJ02092
10666,new jersey,NJ020PT
10667,new jersey,NJ020SP
10668,new jersey,NJ02113
10669,new jersey,NJ021PT
10670,new jersey,NJ021SP
10671,new jersey,NJ02250
10672,new jersey,NJ02251
10673,new jersey,NJ02254
10674,new jersey,NJNSP00
10675,new mexico,NM00100
10676,new mexico,NM00101
10677,new mexico,NM00102
10678,new mexico,NM00200
10679,new mexico,NM00300
10680,new mexico,NM00301
10681,new mexico,NM00401
10682,new mexico,NM00405
10683,new mexico,NM00500
10684,new mexico,NM00501
10685,new mexico,NM00503
10686,new mexico,NM00600
10687,new mexico,NM00701
10688,new mexico,NM00704
10689,new mexico,NM00800
10690,new mexico,NM00801
10691,new mexico,NM00802
10692,new mexico,NM00900
10693,new mexico,NM00901
10694,new mexico,NM01101
10695,new mexico,NM01201
10696,new mexico,NM01301
10697,new mexico,NM01302
10698,new mexico,NM01304
10699,new mexico,NM01305
10700,new mexico,NM01401
10701,new mexico,NM01402
10702,new mexico,NM01403
10703,new mexico,NM01501
10704,new mexico,NM01600
10705,new mexico,NM01601
10706,new mexico,NM01700
10707,new mexico,NM01701
10708,new mexico,NM01703
10709,new mexico,NM01800
10710,new mexico,NM01900
10711,new mexico,NM01901
10712,new mexico,NM01902
10713,new mexico,NM01903
10714,new mexico,NM02100
10715,new mexico,NM02200
10716,new mexico,NM02201
10717,new mexico,NM02202
10718,new mexico,NM02300
10719,new mexico,NM02301
10720,new mexico,NM02302
10721,new mexico,NM02303
10722,new mexico,NM02306
10723,new mexico,NM02400
10724,new mexico,NM02401
10725,new mexico,NM02402
10726,new mexico,NM02403
10727,new mexico,NM02500
10728,new mexico,NM02501
10729,new mexico,NM02600
10730,new mexico,NM02601
10731,new mexico,NM02700
10732,new mexico,NM02800
10733,new mexico,NM02801
10734,new mexico,NM02900
10735,new mexico,NM02901
10736,new mexico,NM02903
10737,new mexico,NM03003
10738,new mexico,NM03101
10739,new mexico,NM03200
10740,new mexico,NM03201
10741,new mexico,NM03202
10742,new mexico,NM03203
10743,new mexico,NM03204
10744,new mexico,NM03205
10745,new mexico,NM03207
10746,new mexico,NM03300
10747,new mexico,NM00903
10748,new mexico,NM01100
10749,new mexico,NM01303
10750,new mexico,NM01400
10751,new mexico,NM01801
10752,new mexico,NM02001
10753,new mexico,NM02102
10754,new mexico,NM03002
10755,new mexico,NM03004
10756,new mexico,NM00400
10757,new mexico,NM00402
10758,new mexico,NM00403
10759,new mexico,NM00502
10760,new mexico,NM00700
10761,new mexico,NM00703
10762,new mexico,NM00705
10763,new mexico,NM00706
10764,new mexico,NM00902
10765,new mexico,NM00904
10766,new mexico,NM00905
10767,new mexico,NM01000
10768,new mexico,NM01001
10769,new mexico,NM01002
10770,new mexico,NM01200
10771,new mexico,NM01300
10772,new mexico,NM01404
10773,new mexico,NM01500
10774,new mexico,NM01904
10775,new mexico,NM02000
10776,new mexico,NM02101
10777,new mexico,NM02103
10778,new mexico,NM02104
10779,new mexico,NM02105
10780,new mexico,NM02304
10781,new mexico,NM02305
10782,new mexico,NM02502
10783,new mexico,NM02503
10784,new mexico,NM02602
10785,new mexico,NM02603
10786,new mexico,NM02701
10787,new mexico,NM02902
10788,new mexico,NM02904
10789,new mexico,NM02905
10790,new mexico,NM03000
10791,new mexico,NM03001
10792,new mexico,NM03100
10793,new mexico,NM03206
10794,new mexico,NMNSP00
10795,new york,NY00100
10796,new york,NY00101
10797,new york,NY00102
10798,new york,NY00103
10799,new york,NY00120
10800,new york,NY00121
10801,new york,NY00123
10802,new york,NY00125
10803,new york,NY00151
10804,new york,NY00152
10805,new york,NY00153
10806,new york,NY00158
10807,new york,NY00200
10808,new york,NY00220
10809,new york,NY00223
10810,new york,NY00224
10811,new york,NY00226
10812,new york,NY00228
10813,new york,NY00250
10814,new york,NY00300
10815,new york,NY00301
10816,new york,NY00302
10817,new york,NY00303
10818,new york,NY00320
10819,new york,NY00364
10820,new york,NY00400
10821,new york,NY00401
10822,new york,NY00423
10823,new york,NY00428
10824,new york,NY00433
10825,new york,NY00500
10826,new york,NY00501
10827,new york,NY00522
10828,new york,NY00526
10829,new york,NY00600
10830,new york,NY00601
10831,new york,NY00602
10832,new york,NY00620
10833,new york,NY00627
10834,new york,NY00629
10835,new york,NY00632
10836,new york,NY00652
10837,new york,NY00659
10838,new york,NY00700
10839,new york,NY00701
10840,new york,NY00721
10841,new york,NY00722
10842,new york,NY00755
10843,new york,NY00800
10844,new york,NY00820
10845,new york,NY00821
10846,new york,NY00822
10847,new york,NY00824
10848,new york,NY00825
10849,new york,NY00827
10850,new york,NY00900
10851,new york,NY00901
10852,new york,NY00922
10853,new york,NY01000
10854,new york,NY01001
10855,new york,NY01003
10856,new york,NY01004
10857,new york,NY01020
10858,new york,NY01050
10859,new york,NY01100
10860,new york,NY01101
10861,new york,NY01120
10862,new york,NY01200
10863,new york,NY01221
10864,new york,NY01224
10865,new york,NY01227
10866,new york,NY01229
10867,new york,NY01300
10868,new york,NY01301
10869,new york,NY01302
10870,new york,NY01320
10871,new york,NY01324
10872,new york,NY01350
10873,new york,NY01363
10874,new york,NY01364
10875,new york,NY01365
10876,new york,NY01366
10877,new york,NY01401
10878,new york,NY01402
10879,new york,NY01403
10880,new york,NY01404
10881,new york,NY01422
10882,new york,NY01424
10883,new york,NY01426
10884,new york,NY01428
10885,new york,NY01430
10886,new york,NY01431
10887,new york,NY01432
10888,new york,NY01451
10889,new york,NY01455
10890,new york,NY01460
10891,new york,NY01461
10892,new york,NY01463
10893,new york,NY01465
10894,new york,NY01467
10895,new york,NY01472
10896,new york,NY01474
10897,new york,NY01500
10898,new york,NY01523
10899,new york,NY01527
10900,new york,NY01620
10901,new york,NY01623
10902,new york,NY01624
10903,new york,NY01700
10904,new york,NY01701
10905,new york,NY01702
10906,new york,NY01800
10907,new york,NY01801
10908,new york,NY01823
10909,new york,NY01900
10910,new york,NY01920
10911,new york,NY01921
10912,new york,NY01922
10913,new york,NY01925
10914,new york,NY01950
10915,new york,NY02000
10916,new york,NY02050
10917,new york,NY02100
10918,new york,NY02121
10919,new york,NY02122
10920,new york,NY02124
10921,new york,NY02125
10922,new york,NY02129
10923,new york,NY02167
10924,new york,NY02200
10925,new york,NY02201
10926,new york,NY02220
10927,new york,NY02221
10928,new york,NY02228
10929,new york,NY02233
10930,new york,NY02238
10931,new york,NY02400
10932,new york,NY02424
10933,new york,NY02500
10934,new york,NY02520
10935,new york,NY02521
10936,new york,NY02522
10937,new york,NY02526
10938,new york,NY02527
10939,new york,NY02560
10940,new york,NY02600
10941,new york,NY02601
10942,new york,NY02621
10943,new york,NY02625
10944,new york,NY02626
10945,new york,NY02629
10946,new york,NY02700
10947,new york,NY02701
10948,new york,NY02702
10949,new york,NY02725
10950,new york,NY02728
10951,new york,NY02750
10952,new york,NY02753
10953,new york,NY02754
10954,new york,NY02759
10955,new york,NY02767
10956,new york,NY02800
10957,new york,NY02801
10958,new york,NY02822
10959,new york,NY02824
10960,new york,NY02828
10961,new york,NY02901
10962,new york,NY02902
10963,new york,NY02903
10964,new york,NY02904
10965,new york,NY02905
10966,new york,NY02906
10967,new york,NY02907
10968,new york,NY02909
10969,new york,NY02939
10970,new york,NY02943
10971,new york,NY02955
10972,new york,NY02963
10973,new york,NY02972
10974,new york,NY03030
10975,new york,NY03070
10976,new york,NY03100
10977,new york,NY03102
10978,new york,NY03103
10979,new york,NY03120
10980,new york,NY03121
10981,new york,NY03155
10982,new york,NY03200
10983,new york,NY03201
10984,new york,NY03202
10985,new york,NY03221
10986,new york,NY03224
10987,new york,NY03231
10988,new york,NY03237
10989,new york,NY03238
10990,new york,NY03240
10991,new york,NY03241
10992,new york,NY03250
10993,new york,NY03251
10994,new york,NY03300
10995,new york,NY03301
10996,new york,NY03321
10997,new york,NY03326
10998,new york,NY03327
10999,new york,NY03329
11000,new york,NY03330
11001,new york,NY03331
11002,new york,NY03332
11003,new york,NY03335
11004,new york,NY03350
11005,new york,NY03351
11006,new york,NY03352
11007,new york,NY03353
11008,new york,NY03356
11009,new york,NY03400
11010,new york,NY03402
11011,new york,NY03429
11012,new york,NY03500
11013,new york,NY03501
11014,new york,NY03502
11015,new york,NY03520
11016,new york,NY03521
11017,new york,NY03522
11018,new york,NY03523
11019,new york,NY03524
11020,new york,NY03526
11021,new york,NY03527
11022,new york,NY03528
11023,new york,NY03532
11024,new york,NY03533
11025,new york,NY03534
11026,new york,NY03535
11027,new york,NY03537
11028,new york,NY03550
11029,new york,NY03552
11030,new york,NY03558
11031,new york,NY03563
11032,new york,NY03565
11033,new york,NY03567
11034,new york,NY03569
11035,new york,NY03570
11036,new york,NY03573
11037,new york,NY03574
11038,new york,NY03576
11039,new york,NY03577
11040,new york,NY03578
11041,new york,NY03581
11042,new york,NY03600
11043,new york,NY03620
11044,new york,NY03622
11045,new york,NY03700
11046,new york,NY03702
11047,new york,NY03723
11048,new york,NY03726
11049,new york,NY03800
11050,new york,NY03801
11051,new york,NY03900
11052,new york,NY03920
11053,new york,NY03950
11054,new york,NY03951
11055,new york,NY04070
11056,new york,NY04100
11057,new york,NY04101
11058,new york,NY04102
11059,new york,NY04120
11060,new york,NY04121
11061,new york,NY04152
11062,new york,NY04153
11063,new york,NY04154
11064,new york,NY04260
11065,new york,NY04300
11066,new york,NY04321
11067,new york,NY04326
11068,new york,NY04328
11069,new york,NY04329
11070,new york,NY04350
11071,new york,NY04351
11072,new york,NY04352
11073,new york,NY04354
11074,new york,NY04400
11075,new york,NY04401
11076,new york,NY04402
11077,new york,NY04420
11078,new york,NY04423
11079,new york,NY04429
11080,new york,NY04500
11081,new york,NY04501
11082,new york,NY04520
11083,new york,NY04521
11084,new york,NY04523
11085,new york,NY04524
11086,new york,NY04568
11087,new york,NY04570
11088,new york,NY04600
11089,new york,NY04601
11090,new york,NY04620
11091,new york,NY04651
11092,new york,NY04652
11093,new york,NY04654
11094,new york,NY04700
11095,new york,NY04720
11096,new york,NY04800
11097,new york,NY04821
11098,new york,NY04900
11099,new york,NY04921
11100,new york,NY04923
11101,new york,NY05000
11102,new york,NY05001
11103,new york,NY05002
11104,new york,NY05020
11105,new york,NY05022
11106,new york,NY05024
11107,new york,NY05026
11108,new york,NY05029
11109,new york,NY05100
11110,new york,NY05120
11111,new york,NY05124
11112,new york,NY05125
11113,new york,NY05126
11114,new york,NY05132
11115,new york,NY05137
11116,new york,NY05139
11117,new york,NY05140
11118,new york,NY05152
11119,new york,NY05155
11120,new york,NY05156
11121,new york,NY05200
11122,new york,NY05220
11123,new york,NY05222
11124,new york,NY05254
11125,new york,NY05300
11126,new york,NY05320
11127,new york,NY05324
11128,new york,NY05400
11129,new york,NY05401
11130,new york,NY05420
11131,new york,NY05421
11132,new york,NY05422
11133,new york,NY05425
11134,new york,NY05500
11135,new york,NY05501
11136,new york,NY05524
11137,new york,NY05526
11138,new york,NY05527
11139,new york,NY05556
11140,new york,NY05558
11141,new york,NY05561
11142,new york,NY05566
11143,new york,NY05580
11144,new york,NY05581
11145,new york,NY05591
11146,new york,NY05595
11147,new york,NY05597
11148,new york,NY05599
11149,new york,NY05600
11150,new york,NY05601
11151,new york,NY05700
11152,new york,NY05721
11153,new york,NY05724
11154,new york,NY05725
11155,new york,NY05726
11156,new york,NY05800
11157,new york,NY05820
11158,new york,NY05822
11159,new york,NY05823
11160,new york,NY05825
11161,new york,NY05828
11162,new york,NY05855
11163,new york,NY05900
11164,new york,NY05901
11165,new york,NY05902
11166,new york,NY05903
11167,new york,NY05904
11168,new york,NY05905
11169,new york,NY05906
11170,new york,NY05907
11171,new york,NY05909
11172,new york,NY05910
11173,new york,NY05920
11174,new york,NY05921
11175,new york,NY05922
11176,new york,NY05923
11177,new york,NY05924
11178,new york,NY05925
11179,new york,NY05926
11180,new york,NY05928
11181,new york,NY05929
11182,new york,NY05931
11183,new york,NY05932
11184,new york,NY05935
11185,new york,NY05937
11186,new york,NY05950
11187,new york,NY05952
11188,new york,NY05953
11189,new york,NY05956
11190,new york,NY05957
11191,new york,NY05958
11192,new york,NY05959
11193,new york,NY05972
11194,new york,NY05973
11195,new york,NY06000
11196,new york,NY06020
11197,new york,NY06021
11198,new york,NY06023
11199,new york,NY06027
11200,new york,NY06100
11201,new york,NY06120
11202,new york,NY159WN
11203,new york,NY203UN
11204,new york,NY209UN
11205,new york,NY211UC
11206,new york,NY214UC
11207,new york,NY225UN
11208,new york,NY237UN
11209,new york,NY238UN
11210,new york,NY244UK
11211,new york,NY244UP
11212,new york,NY247UN
11213,new york,NY251US
11214,new york,NY254UC
11215,new york,NY254UI
11216,new york,NY255UN
11217,new york,NY259UN
11218,new york,NY301SG
11219,new york,NY302SA
11220,new york,NY303SC
11221,new york,NY304SA
11222,new york,NY305SE
11223,new york,NY306SA
11224,new york,NY307SE
11225,new york,NY308SC
11226,new york,NY309SB
11227,new york,NY310SK
11228,new york,NY311SC
11229,new york,NY312SC
11230,new york,NY313SK
11231,new york,NY314SA
11232,new york,NY315SB
11233,new york,NY316SB
11234,new york,NY317SG
11235,new york,NY318SA
11236,new york,NY319SF
11237,new york,NY320SB
11238,new york,NY320SG
11239,new york,NY321SD
11240,new york,NY322SD
11241,new york,NY324SD
11242,new york,NY325SE
11243,new york,NY326SD
11244,new york,NY327SE
11245,new york,NY328SG
11246,new york,NY329SL
11247,new york,NY330SS
11248,new york,NY331SA
11249,new york,NY332SD
11250,new york,NY333SD
11251,new york,NY334SE
11252,new york,NY335SF
11253,new york,NY336SA
11254,new york,NY337SD
11255,new york,NY338SC
11256,new york,NY339SK
11257,new york,NY341SG
11258,new york,NY343SF
11259,new york,NY344SB
11260,new york,NY345SG
11261,new york,NY346SG
11262,new york,NY347SG
11263,new york,NY348SE
11264,new york,NY349SE
11265,new york,NY350SE
11266,new york,NY351SL
11267,new york,NY352SF
11268,new york,NY353SC
11269,new york,NY354SC
11270,new york,NY355SF
11271,new york,NY356SG
11272,new york,NY357SG
11273,new york,NY358SE
11274,new york,NY359SK
11275,new york,NY360SA
11276,new york,NY361SE
11277,new york,NY404PA
11278,new york,NY409PI
11279,new york,NY414PN
11280,new york,NY422PI
11281,new york,NY425PG
11282,new york,NY427PG
