,state,agency
16614,tennessee,TN03313
16615,tennessee,TN03315
16616,tennessee,TN03316
16617,tennessee,TN03317
16618,tennessee,TN03400
16619,tennessee,TN03401
16620,tennessee,TN03505
16621,tennessee,TN03702
16622,tennessee,TN03705
16623,tennessee,TN04003
16624,tennessee,TN04004
16625,tennessee,TN04601
16626,tennessee,TN05002
16627,tennessee,TN05708
16628,tennessee,TN05806
16629,tennessee,TN05902
16630,tennessee,TN05904
16631,tennessee,TN05906
16632,tennessee,TN06100
16633,tennessee,TN06605
16634,tennessee,TN06607
16635,tennessee,TN06702
16636,tennessee,TN07004
16637,tennessee,TN07105
16638,tennessee,TN07306
16639,tennessee,TN07404
16640,tennessee,TN07505
16641,tennessee,TN07804
16642,tennessee,TN07905
16643,tennessee,TN07906
16644,tennessee,TN07914
16645,tennessee,TN07915
16646,tennessee,TN07916
16647,tennessee,TN08002
16648,tennessee,TN08207
16649,tennessee,TN08309
16650,tennessee,TN08403
16651,tennessee,TN08902
16652,tennessee,TN09405
16653,tennessee,TN09500
16654,tennessee,TN09505
16655,tennessee,TN00106
16656,tennessee,TN00202
16657,tennessee,TN0020A
16658,tennessee,TN00503
16659,tennessee,TN0050A
16660,tennessee,TN0060A
16661,tennessee,TN0069P
16662,tennessee,TN0070A
16663,tennessee,TN0070B
16664,tennessee,TN0090A
16665,tennessee,TN0090B
16666,tennessee,TN0100A
16667,tennessee,TN0100B
16668,tennessee,TN0120A
16669,tennessee,TN0130A
16670,tennessee,TN0160A
16671,tennessee,TN0160C
16672,tennessee,TN0169E
16673,tennessee,TN0180A
16674,tennessee,TN01905
16675,tennessee,TN0190B
16676,tennessee,TN0190C
16677,tennessee,TN0190D
16678,tennessee,TN0190E
16679,tennessee,TN0190G
16680,tennessee,TN0190H
16681,tennessee,TN0190I
16682,tennessee,TN0190J
16683,tennessee,TN0190K
16684,tennessee,TN0190L
16685,tennessee,TN0190M
16686,tennessee,TN0190N
16687,tennessee,TN0190P
16688,tennessee,TN0220A
16689,tennessee,TN0230A
16690,tennessee,TN0280A
16691,tennessee,TN0280B
16692,tennessee,TN0300A
16693,tennessee,TN0320A
16694,tennessee,TN0330B
16695,tennessee,TN0330C
16696,tennessee,TN0331A
16697,tennessee,TN0350A
16698,tennessee,TN0360A
16699,tennessee,TN0400A
16700,tennessee,TN0450A
16701,tennessee,TN0470A
16702,tennessee,TN0470B
16703,tennessee,TN0470C
16704,tennessee,TN0470D
16705,tennessee,TN0470E
16706,tennessee,TN0470F
16707,tennessee,TN0470G
16708,tennessee,TN0490A
16709,tennessee,TN05004
16710,tennessee,TN0510A
16711,tennessee,TN0540A
16712,tennessee,TN0540B
16713,tennessee,TN05503
16714,tennessee,TN05702
16715,tennessee,TN0570A
16716,tennessee,TN0570B
16717,tennessee,TN0570C
16718,tennessee,TN0570D
16719,tennessee,TN0570E
16720,tennessee,TN06004
16721,tennessee,TN0620A
16722,tennessee,TN0630A
16723,tennessee,TN0630B
16724,tennessee,TN06608
16725,tennessee,TN0670A
16726,tennessee,TN0720A
16727,tennessee,TN0730A
16728,tennessee,TN0750A
16729,tennessee,TN0760A
16730,tennessee,TN0790A
16731,tennessee,TN0790B
16732,tennessee,TN0790C
16733,tennessee,TN0790D
16734,tennessee,TN0790E
16735,tennessee,TN0790F
16736,tennessee,TN0790G
16737,tennessee,TN0790H
16738,tennessee,TN0790N
16739,tennessee,TN0791I
16740,tennessee,TN0791J
16741,tennessee,TN0791K
16742,tennessee,TN0791L
16743,tennessee,TN0791M
16744,tennessee,TN0820A
16745,tennessee,TN0820B
16746,tennessee,TN0840A
16747,tennessee,TN0850A
16748,tennessee,TN08701
16749,tennessee,TN0890A
16750,tennessee,TN0900A
16751,tennessee,TN0940A
16752,tennessee,TN0950A
16753,tennessee,TNTHP00
16754,texas,TX00100
16755,texas,TX00101
16756,texas,TX00103
16757,texas,TX00200
16758,texas,TX00201
16759,texas,TX00300
16760,texas,TX00301
16761,texas,TX00302
16762,texas,TX00304
16763,texas,TX00400
16764,texas,TX00401
16765,texas,TX00402
16766,texas,TX00500
16767,texas,TX00600
16768,texas,TX00700
16769,texas,TX00701
16770,texas,TX00702
16771,texas,TX00703
16772,texas,TX00800
16773,texas,TX00801
16774,texas,TX00802
16775,texas,TX00807
16776,texas,TX00900
16777,texas,TX00901
16778,texas,TX01000
16779,texas,TX01100
16780,texas,TX01101
16781,texas,TX01102
16782,texas,TX01103
16783,texas,TX01200
16784,texas,TX01201
16785,texas,TX01300
16786,texas,TX01301
16787,texas,TX01400
16788,texas,TX01402
16789,texas,TX01403
16790,texas,TX01404
16791,texas,TX01405
16792,texas,TX01407
16793,texas,TX01409
16794,texas,TX01410
16795,texas,TX01415
16796,texas,TX01419
16797,texas,TX01500
16798,texas,TX01501
16799,texas,TX01503
16800,texas,TX01505
16801,texas,TX01507
16802,texas,TX01508
16803,texas,TX01509
16804,texas,TX01510
16805,texas,TX01511
16806,texas,TX01512
16807,texas,TX01513
16808,texas,TX01515
16809,texas,TX01516
16810,texas,TX01519
16811,texas,TX01520
16812,texas,TX01521
16813,texas,TX01523
16814,texas,TX01530
16815,texas,TX01531
16816,texas,TX01534
16817,texas,TX01535
16818,texas,TX01538
16819,texas,TX01539
16820,texas,TX01600
16821,texas,TX01601
16822,texas,TX01602
16823,texas,TX01800
16824,texas,TX01801
16825,texas,TX01809
16826,texas,TX01900
16827,texas,TX01901
16828,texas,TX01903
16829,texas,TX01905
16830,texas,TX01906
16831,texas,TX01908
16832,texas,TX02000
16833,texas,TX02001
16834,texas,TX02002
16835,texas,TX02003
16836,texas,TX02005
16837,texas,TX02008
16838,texas,TX02009
16839,texas,TX02010
16840,texas,TX02011
16841,texas,TX02012
16842,texas,TX02014
16843,texas,TX02017
16844,texas,TX02018
16845,texas,TX02028
16846,texas,TX02029
16847,texas,TX02032
16848,texas,TX02033
16849,texas,TX02100
16850,texas,TX02101
16851,texas,TX02102
16852,texas,TX02104
16853,texas,TX02200
16854,texas,TX02201
16855,texas,TX02202
16856,texas,TX02300
16857,texas,TX02400
16858,texas,TX02401
16859,texas,TX02500
16860,texas,TX02502
16861,texas,TX02503
16862,texas,TX02600
16863,texas,TX02601
16864,texas,TX02602
16865,texas,TX02700
16866,texas,TX02701
16867,texas,TX02702
16868,texas,TX02706
16869,texas,TX02707
16870,texas,TX02800
16871,texas,TX02801
16872,texas,TX02802
16873,texas,TX02900
16874,texas,TX02901
16875,texas,TX02902
16876,texas,TX03000
16877,texas,TX03003
16878,texas,TX03100
16879,texas,TX03101
16880,texas,TX03102
16881,texas,TX03103
16882,texas,TX03104
16883,texas,TX03105
16884,texas,TX03106
16885,texas,TX03109
16886,texas,TX03110
16887,texas,TX03112
16888,texas,TX03113
16889,texas,TX03114
16890,texas,TX03122
16891,texas,TX03124
16892,texas,TX03200
16893,texas,TX03201
16894,texas,TX03300
16895,texas,TX03301
16896,texas,TX03400
16897,texas,TX03401
16898,texas,TX03404
16899,texas,TX03500
16900,texas,TX03501
16901,texas,TX03600
16902,texas,TX03607
16903,texas,TX03700
16904,texas,TX03703
16905,texas,TX03710
16906,texas,TX03711
16907,texas,TX03800
16908,texas,TX03801
16909,texas,TX03900
16910,texas,TX04000
16911,texas,TX04100
16912,texas,TX04200
16913,texas,TX04201
16914,texas,TX04202
16915,texas,TX04300
16916,texas,TX04301
16917,texas,TX04302
16918,texas,TX04303
16919,texas,TX04304
16920,texas,TX04306
16921,texas,TX04308
16922,texas,TX04309
16923,texas,TX04317
16924,texas,TX04319
16925,texas,TX04320
16926,texas,TX04400
16927,texas,TX04500
16928,texas,TX04501
16929,texas,TX04502
16930,texas,TX04503
16931,texas,TX04600
16932,texas,TX04601
16933,texas,TX04700
16934,texas,TX04800
16935,texas,TX04801
16936,texas,TX04900
16937,texas,TX04901
16938,texas,TX04908
16939,texas,TX05000
16940,texas,TX05001
16941,texas,TX05002
16942,texas,TX05100
16943,texas,TX05200
16944,texas,TX05201
16945,texas,TX05300
16946,texas,TX05400
16947,texas,TX05500
16948,texas,TX05600
16949,texas,TX05601
16950,texas,TX05700
16951,texas,TX05701
16952,texas,TX05702
16953,texas,TX05704
16954,texas,TX05705
16955,texas,TX05706
16956,texas,TX05707
16957,texas,TX05708
16958,texas,TX05709
16959,texas,TX05710
16960,texas,TX05711
16961,texas,TX05712
16962,texas,TX05714
16963,texas,TX05715
16964,texas,TX05717
16965,texas,TX05718
16966,texas,TX05720
16967,texas,TX05721
16968,texas,TX05722
16969,texas,TX05724
16970,texas,TX05725
16971,texas,TX05726
16972,texas,TX05728
16973,texas,TX05729
16974,texas,TX05733
16975,texas,TX05734
16976,texas,TX05747
16977,texas,TX05750
16978,texas,TX05751
16979,texas,TX05752
16980,texas,TX05755
16981,texas,TX05759
16982,texas,TX05801
16983,texas,TX05900
16984,texas,TX05901
16985,texas,TX06000
16986,texas,TX06100
16987,texas,TX06101
16988,texas,TX06102
16989,texas,TX06105
16990,texas,TX06106
16991,texas,TX06108
16992,texas,TX06111
16993,texas,TX06112
16994,texas,TX06115
16995,texas,TX06120
16996,texas,TX06123
16997,texas,TX06128
16998,texas,TX06129
16999,texas,TX06130
17000,texas,TX06131
17001,texas,TX06200
17002,texas,TX06201
17003,texas,TX06203
17004,texas,TX06300
17005,texas,TX06301
17006,texas,TX06400
17007,texas,TX06500
17008,texas,TX06600
17009,texas,TX06602
17010,texas,TX06603
17011,texas,TX06700
17012,texas,TX06701
17013,texas,TX06702
17014,texas,TX06703
17015,texas,TX06704
17016,texas,TX06800
17017,texas,TX06802
17018,texas,TX06804
17019,texas,TX06808
17020,texas,TX06900
17021,texas,TX07000
17022,texas,TX07001
17023,texas,TX07002
17024,texas,TX07004
17025,texas,TX07005
17026,texas,TX07007
17027,texas,TX07008
17028,texas,TX07010
17029,texas,TX07100
17030,texas,TX07101
17031,texas,TX07102
17032,texas,TX07104
17033,texas,TX07112
17034,texas,TX07113
17035,texas,TX07114
17036,texas,TX07116
17037,texas,TX07118
17038,texas,TX07200
17039,texas,TX07201
17040,texas,TX07202
17041,texas,TX07204
17042,texas,TX07300
17043,texas,TX07302
17044,texas,TX07400
17045,texas,TX07401
17046,texas,TX07500
17047,texas,TX07501
17048,texas,TX07508
17049,texas,TX07600
17050,texas,TX07701
17051,texas,TX07702
17052,texas,TX07800
17053,texas,TX07801
17054,texas,TX07900
17055,texas,TX07901
17056,texas,TX07902
17057,texas,TX07903
17058,texas,TX07904
17059,texas,TX07905
17060,texas,TX07907
17061,texas,TX07912
17062,texas,TX07913
17063,texas,TX07916
17064,texas,TX08000
17065,texas,TX08100
17066,texas,TX08101
17067,texas,TX08102
17068,texas,TX08200
17069,texas,TX08201
17070,texas,TX08203
17071,texas,TX08300
17072,texas,TX08301
17073,texas,TX08302
17074,texas,TX08400
17075,texas,TX08402
17076,texas,TX08403
17077,texas,TX08405
17078,texas,TX08406
17079,texas,TX08407
17080,texas,TX08408
17081,texas,TX08409
17082,texas,TX08410
17083,texas,TX08412
17084,texas,TX08422
17085,texas,TX08500
17086,texas,TX08600
17087,texas,TX08601
17088,texas,TX08800
17089,texas,TX08900
17090,texas,TX08901
17091,texas,TX09000
17092,texas,TX09002
17093,texas,TX09100
17094,texas,TX09102
17095,texas,TX09103
17096,texas,TX09104
17097,texas,TX09105
17098,texas,TX09106
17099,texas,TX09110
17100,texas,TX09118
17101,texas,TX09119
17102,texas,TX09200
17103,texas,TX09202
17104,texas,TX09204
17105,texas,TX09205
17106,texas,TX09206
17107,texas,TX09300
17108,texas,TX09301
17109,texas,TX09400
17110,texas,TX09402
17111,texas,TX09403
17112,texas,TX09500
17113,texas,TX09501
17114,texas,TX09502
17115,texas,TX09504
17116,texas,TX09600
17117,texas,TX09601
17118,texas,TX09700
17119,texas,TX09702
17120,texas,TX09800
17121,texas,TX09802
17122,texas,TX09900
17123,texas,TX09902
17124,texas,TX10000
17125,texas,TX10001
17126,texas,TX10002
17127,texas,TX10003
17128,texas,TX10009
17129,texas,TX10100
17130,texas,TX10101
17131,texas,TX10102
17132,texas,TX10104
17133,texas,TX10106
17134,texas,TX10109
17135,texas,TX10111
17136,texas,TX10112
17137,texas,TX10113
17138,texas,TX10115
17139,texas,TX10117
17140,texas,TX10119
17141,texas,TX10121
17142,texas,TX10123
17143,texas,TX10124
17144,texas,TX10125
17145,texas,TX10126
17146,texas,TX10127
17147,texas,TX10128
17148,texas,TX10129
17149,texas,TX10132
17150,texas,TX10133
17151,texas,TX10138
17152,texas,TX10139
17153,texas,TX10141
17154,texas,TX10142
17155,texas,TX10160
17156,texas,TX10166
17157,texas,TX10167
17158,texas,TX10170
17159,texas,TX10171
17160,texas,TX10172
17161,texas,TX10176
17162,texas,TX10200
17163,texas,TX10202
17164,texas,TX10300
17165,texas,TX10400
17166,texas,TX10401
17167,texas,TX10500
17168,texas,TX10501
17169,texas,TX10503
17170,texas,TX10507
17171,texas,TX10600
17172,texas,TX10700
17173,texas,TX10701
17174,texas,TX10702
17175,texas,TX10705
17176,texas,TX10707
17177,texas,TX10709
17178,texas,TX10710
17179,texas,TX10719
17180,texas,TX10800
17181,texas,TX10801
17182,texas,TX10802
17183,texas,TX10804
17184,texas,TX10805
17185,texas,TX10806
17186,texas,TX10808
17187,texas,TX10809
17188,texas,TX10810
17189,texas,TX10811
17190,texas,TX10814
17191,texas,TX10815
17192,texas,TX10817
17193,texas,TX10823
17194,texas,TX10824
17195,texas,TX10900
17196,texas,TX10901
17197,texas,TX10902
17198,texas,TX10903
17199,texas,TX10906
17200,texas,TX11000
17201,texas,TX11001
17202,texas,TX11002
17203,texas,TX11004
17204,texas,TX11100
17205,texas,TX11101
17206,texas,TX11103
17207,texas,TX11200
17208,texas,TX11202
17209,texas,TX11300
17210,texas,TX11301
17211,texas,TX11305
17212,texas,TX11400
17213,texas,TX11401
17214,texas,TX11500
17215,texas,TX11600
17216,texas,TX11602
17217,texas,TX11603
17218,texas,TX11613
17219,texas,TX11614
17220,texas,TX11616
17221,texas,TX11700
17222,texas,TX11701
17223,texas,TX11800
17224,texas,TX11900
17225,texas,TX11901
17226,texas,TX12000
17227,texas,TX12001
17228,texas,TX12100
17229,texas,TX12101
17230,texas,TX12200
17231,texas,TX12300
17232,texas,TX12301
17233,texas,TX12303
17234,texas,TX12305
17235,texas,TX12307
17236,texas,TX12308
17237,texas,TX12310
17238,texas,TX12400
17239,texas,TX12500
17240,texas,TX12501
17241,texas,TX12502
17242,texas,TX12508
17243,texas,TX12600
17244,texas,TX12601
17245,texas,TX12602
17246,texas,TX12603
17247,texas,TX12605
17248,texas,TX12606
17249,texas,TX12700
17250,texas,TX12701
17251,texas,TX12702
17252,texas,TX12704
17253,texas,TX12705
17254,texas,TX12801
17255,texas,TX12900
17256,texas,TX12901
17257,texas,TX12902
17258,texas,TX12903
17259,texas,TX12905
17260,texas,TX13000
17261,texas,TX13001
17262,texas,TX13100
17263,texas,TX13300
17264,texas,TX13301
17265,texas,TX13305
17266,texas,TX13400
17267,texas,TX13401
17268,texas,TX13700
17269,texas,TX13701
17270,texas,TX13703
17271,texas,TX13800
17272,texas,TX13802
17273,texas,TX13803
17274,texas,TX13900
17275,texas,TX13902
17276,texas,TX13910
17277,texas,TX14000
17278,texas,TX14004
17279,texas,TX14100
17280,texas,TX14101
17281,texas,TX14200
17282,texas,TX14300
17283,texas,TX14301
17284,texas,TX14303
17285,texas,TX14400
17286,texas,TX14401
17287,texas,TX14500
17288,texas,TX14600
17289,texas,TX14601
17290,texas,TX14604
17291,texas,TX14700
17292,texas,TX14702
17293,texas,TX14703
17294,texas,TX14800
17295,texas,TX14900
17296,texas,TX15000
17297,texas,TX15001
17298,texas,TX15200
17299,texas,TX15201
17300,texas,TX15202
17301,texas,TX15204
17302,texas,TX15206
17303,texas,TX15208
17304,texas,TX15215
17305,texas,TX15300
17306,texas,TX15302
17307,texas,TX15305
17308,texas,TX15400
17309,texas,TX15401
17310,texas,TX15500
17311,texas,TX15501
17312,texas,TX15502
17313,texas,TX15504
17314,texas,TX15505
17315,texas,TX15506
17316,texas,TX15507
17317,texas,TX15508
17318,texas,TX15511
17319,texas,TX15512
17320,texas,TX15513
17321,texas,TX15514
17322,texas,TX15517
17323,texas,TX15518
17324,texas,TX15525
17325,texas,TX15526
17326,texas,TX15700
17327,texas,TX15701
17328,texas,TX15800
17329,texas,TX15801
17330,texas,TX15901
17331,texas,TX16000
17332,texas,TX16100
17333,texas,TX16101
17334,texas,TX16102
17335,texas,TX16109
17336,texas,TX16200
17337,texas,TX16201
17338,texas,TX16300
17339,texas,TX16302
17340,texas,TX16303
17341,texas,TX16400
17342,texas,TX16500
17343,texas,TX16501
17344,texas,TX16503
17345,texas,TX16600
17346,texas,TX16601
17347,texas,TX16602
17348,texas,TX16603
17349,texas,TX16700
17350,texas,TX16800
17351,texas,TX16801
17352,texas,TX16900
17353,texas,TX16901
17354,texas,TX16902
17355,texas,TX17000
17356,texas,TX17001
17357,texas,TX17010
17358,texas,TX17012
17359,texas,TX17016
17360,texas,TX17020
17361,texas,TX17100
17362,texas,TX17101
17363,texas,TX17200
17364,texas,TX17201
17365,texas,TX17202
17366,texas,TX17300
17367,texas,TX17402
17368,texas,TX17404
17369,texas,TX17500
17370,texas,TX17501
17371,texas,TX17600
17372,texas,TX17700
17373,texas,TX17702
17374,texas,TX17800
17375,texas,TX17801
17376,texas,TX17802
17377,texas,TX17803
17378,texas,TX17805
17379,texas,TX17815
17380,texas,TX17816
17381,texas,TX17900
17382,texas,TX17901
17383,texas,TX18000
17384,texas,TX18100
17385,texas,TX18101
17386,texas,TX18102
17387,texas,TX18103
17388,texas,TX18104
17389,texas,TX18105
17390,texas,TX18200
17391,texas,TX18202
17392,texas,TX18300
17393,texas,TX18301
17394,texas,TX18400
17395,texas,TX18401
17396,texas,TX18403
17397,texas,TX18404
17398,texas,TX18405
17399,texas,TX18500
17400,texas,TX18501
17401,texas,TX18502
17402,texas,TX18600
17403,texas,TX18601
17404,texas,TX18700
17405,texas,TX18702
17406,texas,TX18704
17407,texas,TX18708
17408,texas,TX18800
17409,texas,TX18801
